GM_PONTO;CD_GEOCODIGO;TIPO;CD_GEOCODSD;NM_SUBDISTRITO;CD_GEOCODDS;NM_DISTRITO;CD_GEOCODMU;NM_MUNICIPIO;NM_MICRO;NM_MESO;NM_UF;CD_NIVEL;CD_CATEGORIA;NM_CATEGORIA;NM_LOCALIDADE;LONG;LAT;ALT
;110140105000001;URBANO;11014010500;;110140105;MONTE NEGRO;1101401;MONTE NEGRO;ARIQUEMES;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;MONTE NEGRO;-63,29555917;-10,26309776;155,400337
;110143505000001;URBANO;11014350500;;110143505;NOVA UNIÃO;1101435;NOVA UNIÃO;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;NOVA UNIÃO;-62,5550894;-10,91553204;241,493724
;110145005000001;URBANO;11014500500;;110145005;PARECIS;1101450;PARECIS;VILHENA;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;PARECIS;-61,59799797;-12,17982705;296,282838
;110146805000001;URBANO;11014680500;;110146805;PIMENTEIRAS DO OESTE;1101468;PIMENTEIRAS DO OESTE;COLORADO DO OESTE;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;PIMENTEIRAS DO OESTE;-61,044379;-13,476562;170,255529
;110147605000001;URBANO;11014760500;;110147605;PRIMAVERA DE RONDÔNIA;1101476;PRIMAVERA DE RONDÔNIA;VILHENA;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;PRIMAVERA DE RONDÔNIA;-61,31654624;-11,82570695;244,567351
;110147605000010;RURAL;11014760500;;110147605;PRIMAVERA DE RONDÔNIA;1101476;PRIMAVERA DE RONDÔNIA;VILHENA;LESTE RONDONIENSE;RONDÔNIA;3;00001;POVOADO;QUERÊNCIA DO NORTE;-61,37567289;-11,97468409;262,403423
;110148405000001;URBANO;11014840500;;110148405;SÃO FELIPE D'OESTE;1101484;SÃO FELIPE D'OESTE;VILHENA;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;SÃO FELIPE D'OESTE;-61,51250811;-11,91438935;269,726767
;110148405000006;RURAL;11014840500;;110148405;SÃO FELIPE D'OESTE;1101484;SÃO FELIPE D'OESTE;VILHENA;LESTE RONDONIENSE;RONDÔNIA;3;00001;POVOADO;NOVO PARAÍSO;-61,47442204;-11,79973784;227,564652
;110149205000001;URBANO;11014920500;;110149205;SÃO FRANCISCO DO GUAPORÉ;1101492;SÃO FRANCISCO DO GUAPORÉ;GUAJARÁ-MIRIM;MADEIRA-GUAPORÉ;RONDÔNIA;1;05;CIDADE;SÃO FRANCISCO DO GUAPORÉ;-63,57086471;-12,06379841;165,693726
;110149205000025;RURAL;11014920500;;110149205;SÃO FRANCISCO DO GUAPORÉ;1101492;SÃO FRANCISCO DO GUAPORÉ;GUAJARÁ-MIRIM;MADEIRA-GUAPORÉ;RONDÔNIA;3;00002;POVOADO;PORTO MURTINHO;-63,39772887;-12,29349843;147,02217
;110150005000001;URBANO;11015000500;;110150005;SERINGUEIRAS;1101500;SERINGUEIRAS;ALVORADA D'OESTE;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;SERINGUEIRAS;-63,038761;-11,76711664;185,830878
;110150005000021;RURAL;11015000500;;110150005;SERINGUEIRAS;1101500;SERINGUEIRAS;ALVORADA D'OESTE;LESTE RONDONIENSE;RONDÔNIA;3;00001;POVOADO;NÚCLEO URBANO BOM SUCESSO;-62,92273765;-11,82400741;188,019951
;110150005000022;RURAL;11015000500;;110150005;SERINGUEIRAS;1101500;SERINGUEIRAS;ALVORADA D'OESTE;LESTE RONDONIENSE;RONDÔNIA;3;00002;POVOADO;NÚCLEO URBANO NOVO PLANALTO;-63,0956687;-11,89990512;201,72035
;110155905000001;URBANO;11015590500;;110155905;TEIXEIRÓPOLIS;1101559;TEIXEIRÓPOLIS;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;TEIXEIRÓPOLIS;-62,25592225;-10,93216929;191,34936
;110160905000001;URBANO;11016090500;;110160905;THEOBROMA;1101609;THEOBROMA;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;THEOBROMA;-62,34514553;-10,24873055;191,598548
;110160905000016;RURAL;11016090500;;110160905;THEOBROMA;1101609;THEOBROMA;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;3;00001;POVOADO;PALMARES D'OESTE;-62,34830527;-10,02835278;190,027539
;110170805000001;URBANO;11017080500;;110170805;URUPÁ;1101708;URUPÁ;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;URUPÁ;-62,37063245;-11,12854528;197,170024
;110170805000015;RURAL;11017080500;;110170805;URUPÁ;1101708;URUPÁ;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;3;00001;NÚCLEO;NÚCLEO PRIMAVERA;-62,30233682;-11,08707152;202,61103
;110170805000020;RURAL;11017080500;;110170805;URUPÁ;1101708;URUPÁ;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;3;00002;NÚCLEO;NOVA ALIANÇA;-62,48774227;-11,18576287;226,375599
;110175705000001;URBANO;11017570500;;110175705;VALE DO ANARI;1101757;VALE DO ANARI;ARIQUEMES;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;VALE DO ANARI;-62,17682344;-9,851392708;157,665353
;110180705000001;URBANO;11018070500;;110180705;VALE DO PARAÍSO;1101807;VALE DO PARAÍSO;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;1;05;CIDADE;VALE DO PARAÍSO;-62,13439036;-10,43105268;153,994474
;110180705000006;RURAL;11018070500;;110180705;VALE DO PARAÍSO;1101807;VALE DO PARAÍSO;JI-PARANÁ;LESTE RONDONIENSE;RONDÔNIA;3;00001;POVOADO;SANTA ROSA;-62,01950681;-10,19645903;133,956703
;120001305000001;URBANO;12000130500;;120001305;ACRELÂNDIA;1200013;ACRELÂNDIA;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;ACRELÂNDIA;-67,05231658;-10,07379389;205,894014
;120001305000004;RURAL;12000130500;;120001305;ACRELÂNDIA;1200013;ACRELÂNDIA;RIO BRANCO;VALE DO ACRE;ACRE;3;00001;POVOADO;REDENÇÃO;-67,03915047;-10,00755043;167,058627
;120005405000001;URBANO;12000540500;;120005405;ASSIS BRASIL;1200054;ASSIS BRASIL;BRASILÉIA;VALE DO ACRE;ACRE;1;05;CIDADE;ASSIS BRASIL;-69,56345917;-10,94286568;234,866835
;120010405000001;URBANO;12001040500;;120010405;BRASILÉIA;1200104;BRASILÉIA;BRASILÉIA;VALE DO ACRE;ACRE;1;05;CIDADE;BRASILÉIA;-68,74794343;-11,01641102;188,324139
;120010405000028;RURAL;12001040500;;120010405;BRASILÉIA;1200104;BRASILÉIA;BRASILÉIA;VALE DO ACRE;ACRE;4;00001;PROJETO DE ASSENTAMENTO;AGROVILA DO PA QUIXADA VILA DO INCRA KM 26;-68,92891427;-10,95533772;263,412774
;120013805000001;URBANO;12001380500;;120013805;BUJARI;1200138;BUJARI;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;BUJARI;-67,95185928;-9,820019627;198,174197
;120017905000001;URBANO;12001790500;;120017905;CAPIXABA;1200179;CAPIXABA;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;CAPIXABA;-67,67350797;-10,56976771;212,303309
;120017905000013;RURAL;12001790500;;120017905;CAPIXABA;1200179;CAPIXABA;RIO BRANCO;VALE DO ACRE;ACRE;3;00001;POVOADO;POLO AGROF DE CAPIXABA VILA HORTIGRANJEIRA;-67,70980728;-10,44586487;204,271889
;120020305000001;URBANO;12002030500;;120020305;CRUZEIRO DO SUL;1200203;CRUZEIRO DO SUL;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;1;05;CIDADE;CRUZEIRO DO SUL;-72,67253132;-7,630690005;183,079525
;120020305000038;RURAL;12002030500;;120020305;CRUZEIRO DO SUL;1200203;CRUZEIRO DO SUL;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;3;00002;POVOADO;MIRITIZAL;-72,65505295;-7,636843693;173,590646
;120020305000041;RURAL;12002030500;;120020305;CRUZEIRO DO SUL;1200203;CRUZEIRO DO SUL;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;3;00003;POVOADO;SANTA ROSA;-72,81049551;-7,669638176;188,838584
;120020305000042;RURAL;12002030500;;120020305;CRUZEIRO DO SUL;1200203;CRUZEIRO DO SUL;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;3;00004;POVOADO;VILA SÃO PEDRO;-72,74094539;-7,723188703;195,500805
;120020305000046;RURAL;12002030500;;120020305;CRUZEIRO DO SUL;1200203;CRUZEIRO DO SUL;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;3;00005;POVOADO;VILA ASSIS BRASIL OU AGROVILA NARI;-72,81380219;-7,581451548;187,952117
;120025205000001;URBANO;12002520500;;120025205;EPITACIOLÂNDIA;1200252;EPITACIOLÂNDIA;BRASILÉIA;VALE DO ACRE;ACRE;1;05;CIDADE;EPITACIOLÂNDIA;-68,74486807;-11,02823983;206,036126
;120030205000001;URBANO;12003020500;;120030205;FEIJÓ;1200302;FEIJÓ;TARAUACÁ;VALE DO JURUÁ;ACRE;1;05;CIDADE;FEIJÓ;-70,35398361;-8,16024753;159,822497
;120030205000014;RURAL;12003020500;;120030205;FEIJÓ;1200302;FEIJÓ;TARAUACÁ;VALE DO JURUÁ;ACRE;5;00001;ALDEIA INDÍGENA;ALDEIA INDÍGENA TI KAXINAUA SERINGAL DO CURRALINHO;-70,41819615;-8,489110878;220,618428
;120032805000001;URBANO;12003280500;;120032805;JORDÃO;1200328;JORDÃO;TARAUACÁ;VALE DO JURUÁ;ACRE;1;05;CIDADE;JORDÃO;-71,95087512;-9,19335786;264,977881
;120033605000001;URBANO;12003360500;;120033605;MÂNCIO LIMA;1200336;MÂNCIO LIMA;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;1;05;CIDADE;MÂNCIO LIMA;-72,91650103;-7,593222594;187,065998
;120033605000010;RURAL;12003360500;;120033605;MÂNCIO LIMA;1200336;MÂNCIO LIMA;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;5;00001;ALDEIA INDÍGENA;ALDEIA INDÍGENA TI NAWA;-73,49761334;-7,578512577;245,488524
;120034405000001;URBANO;12003440500;;120034405;MANOEL URBANO;1200344;MANOEL URBANO;SENA MADUREIRA;VALE DO ACRE;ACRE;1;05;CIDADE;MANOEL URBANO;-69,25994458;-8,836317737;162,133821
;120035105000001;URBANO;12003510500;;120035105;MARECHAL THAUMATURGO;1200351;MARECHAL THAUMATURGO;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;1;05;CIDADE;MARECHAL THAUMATURGO;-72,79026591;-8,953591123;214,910605
;120038505000001;URBANO;12003850500;;120038505;PLÁCIDO DE CASTRO;1200385;PLÁCIDO DE CASTRO;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;PLÁCIDO DE CASTRO;-67,18826009;-10,33513328;129,189484
;120038510000001;URBANO;12003851000;;120038510;CAMPINAS;1200385;PLÁCIDO DE CASTRO;RIO BRANCO;VALE DO ACRE;ACRE;2;10;VILA;CAMPINAS;-67,29637054;-10,06409422;177,125723
;120039305000001;URBANO;12003930500;;120039305;PORTO WALTER;1200393;PORTO WALTER;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;1;05;CIDADE;PORTO WALTER;-72,74233396;-8,266666363;201,805961
;120039305000008;RURAL;12003930500;;120039305;PORTO WALTER;1200393;PORTO WALTER;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;3;00001;POVOADO;2º DISTRITO OU HUMAITÁ;-72,73407298;-8,262588494;200,707453
;120040105000001;URBANO;12004010500;;120040105;RIO BRANCO;1200401;RIO BRANCO;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;RIO BRANCO;-67,8105287;-9,978298753;137,865746
;120040105000249;RURAL;12004010500;;120040105;RIO BRANCO;1200401;RIO BRANCO;RIO BRANCO;VALE DO ACRE;ACRE;3;00006;POVOADO;VILA CUSTÓDIO FREIRE;-67,88858448;-9,908618559;195,459866
;120040105000256;RURAL;12004010500;;120040105;RIO BRANCO;1200401;RIO BRANCO;RIO BRANCO;VALE DO ACRE;ACRE;3;00007;POVOADO;SANTA CECÍLIA;-67,71696608;-10,01743495;157,693578
;120040105000257;RURAL;12004010500;;120040105;RIO BRANCO;1200401;RIO BRANCO;RIO BRANCO;VALE DO ACRE;ACRE;3;00008;POVOADO;ALBERT SAMPAIO;-67,69929243;-10,018056;162,919813
;120040105000319;RURAL;12004010500;;120040105;RIO BRANCO;1200401;RIO BRANCO;RIO BRANCO;VALE DO ACRE;ACRE;3;00009;POVOADO;VILA JORGE KALUME;-67,91845605;-9,94159706;171,1192
;120040105000331;RURAL;12004010500;;120040105;RIO BRANCO;1200401;RIO BRANCO;RIO BRANCO;VALE DO ACRE;ACRE;3;00010;POVOADO;VILA BELO JARDIM;-67,73311868;-9,966138462;134,094243
;120040105000332;RURAL;12004010500;;120040105;RIO BRANCO;1200401;RIO BRANCO;RIO BRANCO;VALE DO ACRE;ACRE;3;00011;POVOADO;VILA DOM MOACYR;-67,67391414;-10,01686122;188,555836
;120042705000001;URBANO;12004270500;;120042705;RODRIGUES ALVES;1200427;RODRIGUES ALVES;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;1;05;CIDADE;RODRIGUES ALVES;-72,64785491;-7,733602034;189,585426
;120042705000013;RURAL;12004270500;;120042705;RODRIGUES ALVES;1200427;RODRIGUES ALVES;CRUZEIRO DO SUL;VALE DO JURUÁ;ACRE;3;00001;POVOADO;VILA SÃO PEDRO;-72,73952814;-7,725954056;189,321735
;120043505000001;URBANO;12004350500;;120043505;SANTA ROSA DO PURUS;1200435;SANTA ROSA DO PURUS;SENA MADUREIRA;VALE DO ACRE;ACRE;1;05;CIDADE;SANTA ROSA DO PURUS;-70,48649689;-9,443406537;216,72423
;120045005000001;URBANO;12004500500;;120045005;SENADOR GUIOMARD;1200450;SENADOR GUIOMARD;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;SENADOR GUIOMARD;-67,74317236;-10,14817359;207,924797
;120045005000026;RURAL;12004500500;;120045005;SENADOR GUIOMARD;1200450;SENADOR GUIOMARD;RIO BRANCO;VALE DO ACRE;ACRE;4;00004;PROJETO DE ASSENTAMENTO;AGROVILA DO PA PEDRO PEIXOTO VILA NOVA ALDEIA;-67,53925517;-10,08736042;153,095986
;120045005000027;RURAL;12004500500;;120045005;SENADOR GUIOMARD;1200450;SENADOR GUIOMARD;RIO BRANCO;VALE DO ACRE;ACRE;4;00005;PROJETO DE ASSENTAMENTO;AGROVILA DO PA PEDRO PEIXOTO VILA PIA;-67,43871881;-9,889227335;205,518219
;120050005000001;URBANO;12005000500;;120050005;SENA MADUREIRA;1200500;SENA MADUREIRA;SENA MADUREIRA;VALE DO ACRE;ACRE;1;05;CIDADE;SENA MADUREIRA;-68,65568406;-9,065339505;132,133034
;120050005000020;RURAL;12005000500;;120050005;SENA MADUREIRA;1200500;SENA MADUREIRA;SENA MADUREIRA;VALE DO ACRE;ACRE;5;00002;ALDEIA INDÍGENA;ALDEIA INDÍGENA TI MANCHINERI DO SERINGAL GUANABARA;-69,91207192;-10,28046182;268,80702
;120050005000033;RURAL;12005000500;;120050005;SENA MADUREIRA;1200500;SENA MADUREIRA;SENA MADUREIRA;VALE DO ACRE;ACRE;5;00003;ALDEIA INDÍGENA;ALDEIA INDÍGENA JAMINAWA DO RIO CAETÉ;-69,238086;-9,246301825;198,532279
;120060905000001;URBANO;12006090500;;120060905;TARAUACÁ;1200609;TARAUACÁ;TARAUACÁ;VALE DO JURUÁ;ACRE;1;05;CIDADE;TARAUACÁ;-70,75550106;-8,155668592;172,144466
;120060905000023;RURAL;12006090500;;120060905;TARAUACÁ;1200609;TARAUACÁ;TARAUACÁ;VALE DO JURUÁ;ACRE;5;00002;ALDEIA INDÍGENA;ALDEIA INDÍGENA KAXINAWÁ SERINGAL CURRALINHO;-70,68726706;-8,379087879;231,796717
;120060905000031;RURAL;12006090500;;120060905;TARAUACÁ;1200609;TARAUACÁ;TARAUACÁ;VALE DO JURUÁ;ACRE;3;00001;POVOADO;VILA DO CORCOVADO;-70,73086989;-8,153468961;176,695093
;120070805000001;URBANO;12007080500;;120070805;XAPURI;1200708;XAPURI;BRASILÉIA;VALE DO ACRE;ACRE;1;05;CIDADE;XAPURI;-68,50629481;-10,65207194;173,281643
;120080705000001;URBANO;12008070500;;120080705;PORTO ACRE;1200807;PORTO ACRE;RIO BRANCO;VALE DO ACRE;ACRE;1;05;CIDADE;PORTO ACRE;-67,54059008;-9,600858231;134,322793
;120080705000007;RURAL;12008070500;;120080705;PORTO ACRE;1200807;PORTO ACRE;RIO BRANCO;VALE DO ACRE;ACRE;4;00001;PROJETO DE ASSENTAMENTO;AGROVILA DO PA HUMAITÁ (VILA HUMAITÁ);-67,69504692;-9,730470225;193,60582
;120080705000009;RURAL;12008070500;;120080705;PORTO ACRE;1200807;PORTO ACRE;RIO BRANCO;VALE DO ACRE;ACRE;4;00002;PROJETO DE ASSENTAMENTO;AGROVILA DO PA HUMAITÁ (VILA DO V);-67,74324293;-9,676652469;149,404349
;120080705000016;RURAL;12008070500;;120080705;PORTO ACRE;1200807;PORTO ACRE;RIO BRANCO;VALE DO ACRE;ACRE;4;00003;PROJETO DE ASSENTAMENTO;AGROVILA DO PA CAQUETÁ VILA CAQUETÁ;-67,357216;-9,754785808;184,485259
;120080705000017;RURAL;12008070500;;120080705;PORTO ACRE;1200807;PORTO ACRE;RIO BRANCO;VALE DO ACRE;ACRE;4;00004;PROJETO DE ASSENTAMENTO;AGROVILA DO PA HUMAITA VILA PIA;-67,44266004;-9,887972192;191,931015
;130002905000001;URBANO;13000290500;;130002905;ALVARÃES;1300029;ALVARÃES;TEFÉ;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;ALVARÃES;-64,81353468;-3,216583769;46,116014
;130002905000011;RURAL;13000290500;;130002905;ALVARÃES;1300029;ALVARÃES;TEFÉ;CENTRO AMAZONENSE;AMAZONAS;3;00001;POVOADO;NOGUEIRA;-64,77869548;-3,300179714;39,633475
;130002905000026;RURAL;13000290500;;130002905;ALVARÃES;1300029;ALVARÃES;TEFÉ;CENTRO AMAZONENSE;AMAZONAS;5;00002;ALDEIA INDÍGENA;MARAJÁ;-64,82827847;-3,178411235;48,78166
;130002905000029;RURAL;13000290500;;130002905;ALVARÃES;1300029;ALVARÃES;TEFÉ;CENTRO AMAZONENSE;AMAZONAS;5;00003;ALDEIA INDÍGENA;ALDEIA INDÍGENA IGARAPÉ GRANDE;-64,86806511;-3,205839674;71,946204
;130002905000030;RURAL;13000290500;;130002905;ALVARÃES;1300029;ALVARÃES;TEFÉ;CENTRO AMAZONENSE;AMAZONAS;5;00004;ALDEIA INDÍGENA;ALDEIA INDÍGENA MÉRIA;-64,8561729;-3,202242521;44,187206
;130002905000031;RURAL;13000290500;;130002905;ALVARÃES;1300029;ALVARÃES;TEFÉ;CENTRO AMAZONENSE;AMAZONAS;5;00005;ALDEIA INDÍGENA;ALDEIA INDÍGENA MÉRIA II;-64,85097871;-3,203979652;44,648318
;130006005000001;URBANO;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;AMATURÁ;-68,20961464;-3,366805188;73,447708
;130006005000011;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;3;00001;POVOADO;NOVA ITÁLIA;-68,2253692;-3,409126106;63,537583
;130006005000022;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00002;ALDEIA INDÍGENA;ALDEIA INDÍGENA CANIMARÚ;-68,23023773;-3,401749618;55,128739
;130006005000023;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00003;ALDEIA INDÍGENA;ALDEIA INDÍGENA BOM PASTOR;-68,22888492;-3,406091589;58,158937
;130006005000024;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00006;ALDEIA INDÍGENA;ALDEIA INDÍGENA NOVA GALILÉIA;-68,23868406;-3,393333841;52,963846
;130006005000025;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00005;ALDEIA INDÍGENA;ALDEIA INDÍGENA SANTO INÁCIO;-68,21225003;-3,445040212;62,555279
;130006005000026;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00004;ALDEIA INDÍGENA;ALDEIA INDÍGENA VILA TAMBAQUI;-68,21716222;-3,468118982;63,166788
;130006005000027;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00007;ALDEIA INDÍGENA;ALDEIA INDÍGENA NOVA ALEGRIA;-68,23547538;-3,399174464;66,125161
;130006005000028;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00008;ALDEIA INDÍGENA;ALDEIA INDÍGENA UMARIRANA;-68,5752481;-3,406818284;52
;130006005000029;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00009;ALDEIA INDÍGENA;ALDEIA INDÍGENA NOVA ESPERANÇA;-68,45341567;-3,397869506;60,876157
;130006005000030;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00010;ALDEIA INDÍGENA;ALDEIA INDÍGENA SÃO FRANCISCO DO CANIMARI;-68,35344419;-3,387349832;66,070185
;130006005000031;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00011;ALDEIA INDÍGENA;ALDEIA INDÍGENA MARAITÁ;-68,35875473;-3,306755154;56,401585
;130006005000032;RURAL;13000600500;;130006005;AMATURÁ;1300060;AMATURÁ;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00012;ALDEIA INDÍGENA;ALDEIA INDÍGENA PALMEIRA DO NORTE;-68,33196112;-3,261591728;60,455441
;130008605000001;URBANO;13000860500;;130008605;ANAMÃ;1300086;ANAMÃ;COARI;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;ANAMÃ;-61,40590348;-3,576370427;21,613748
;130008605000011;RURAL;13000860500;;130008605;ANAMÃ;1300086;ANAMÃ;COARI;CENTRO AMAZONENSE;AMAZONAS;3;00001;POVOADO;VILA ARIXI;-61,50974027;-3,476062883;22,002466
;130008605000013;RURAL;13000860500;;130008605;ANAMÃ;1300086;ANAMÃ;COARI;CENTRO AMAZONENSE;AMAZONAS;3;00002;POVOADO;VILA DO CUIA;-61,32089457;-3,586930151;18,855059
;130008605000014;RURAL;13000860500;;130008605;ANAMÃ;1300086;ANAMÃ;COARI;CENTRO AMAZONENSE;AMAZONAS;5;00003;ALDEIA INDÍGENA;ALDEIA INDÍGENA SÃO JOSÉ;-61,50486888;-3,676669667;11
;130008605000015;RURAL;13000860500;;130008605;ANAMÃ;1300086;ANAMÃ;COARI;CENTRO AMAZONENSE;AMAZONAS;5;00004;ALDEIA INDÍGENA;ALDEIA INDÍGENA EWARE;-61,50179851;-3,674812406;11
;130008605000016;RURAL;13000860500;;130008605;ANAMÃ;1300086;ANAMÃ;COARI;CENTRO AMAZONENSE;AMAZONAS;5;00005;ALDEIA INDÍGENA;ALDEIA INDÍGENA SANTA LUZIA;-61,48316495;-3,666977084;11
;130010205000001;URBANO;13001020500;;130010205;ANORI;1300102;ANORI;COARI;CENTRO AMAZONENSE;AMAZONAS;1;05;CIDADE;ANORI;-61,65895538;-3,745385586;20,346246
;130014405000001;URBANO;13001440500;;130014405;APUÍ;1300144;APUÍ;MADEIRA;SUL AMAZONENSE;AMAZONAS;1;05;CIDADE;APUÍ;-59,8856661;-7,197870152;132,98111
;130014405000019;RURAL;13001440500;;130014405;APUÍ;1300144;APUÍ;MADEIRA;SUL AMAZONENSE;AMAZONAS;3;00003;POVOADO;SUCUNDURI;-59,04772363;-6,799717463;50,033955
;130020105000001;URBANO;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;1;05;CIDADE;ATALAIA DO NORTE;-70,18798928;-4,36615749;76,016638
;130020105000011;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00004;ALDEIA INDÍGENA;ALDEIA INDÍGENA CURUBUS;-70,89194367;-4,853439557;129,872217
;130020105000036;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00003;ALDEIA INDÍGENA;ALDEIA INDÍGENA MAIURUNAS I;-73,30579043;-6,69660511;189,154668
;130020105000039;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00005;ALDEIA INDÍGENA;ALDEIA INDÍGENA MAIURUNAS II;-73,13395415;-6,562927979;186,835905
;130020105000048;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;3;00002;POVOADO;ESTIRÃO DO EQUADOR;-71,6153836;-4,530704318;88,531404
;130020105000050;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;3;00001;POVOADO;PALMEIRAS DO JAVARI;-72,81294976;-5,136681911;101,874873
;130020105000053;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00009;ALDEIA INDÍGENA;ALDEIA INDÍGENA IRARI;-70,96138993;-4,381704647;78,793914
;130020105000054;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00043;ALDEIA INDÍGENA;ALDEIA INDÍGENA SÃO LUÍS;-71,30382717;-4,454589552;81,166727
;130020105000055;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00026;ALDEIA INDÍGENA;ALDEIA INDÍGENA FLORES VELHA;-71,38788954;-4,540929146;108,060949
;130020105000056;RURAL;13002010500;;130020105;ATALAIA DO NORTE;1300201;ATALAIA DO NORTE;ALTO SOLIMÕES;SUDOESTE AMAZONENSE;AMAZONAS;5;00027;ALDEIA INDÍGENA;ALDEIA INDÍGENA MAIA;-71,47235475;-4,692734106;84,439161
