GM_PONTO;CD_GEOCODIGO;TIPO;CD_GEOCODSD;NM_SUBDISTRITO;CD_GEOCODDS;NM_DISTRITO;CD_GEOCODMU;NM_MUNICIPIO;NM_MICRO;NM_MESO;NM_UF;CD_NIVEL;CD_CATEGORIA;NM_CATEGORIA;NM_LOCALIDADE;LONG;LAT;ALT
;250053605000010;RURAL;25005360500;;250053605;ALCANTIL;2500536;ALCANTIL;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00003;POVOADO;LAGOA DE JUCÁ;-35,9972082;-7,688225658;415,233468
;250057705000001;URBANO;25005770500;;250057705;ALGODÃO DE JANDAÍRA;2500577;ALGODÃO DE JANDAÍRA;CURIMATAÚ OCIDENTAL;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;ALGODÃO DE JANDAÍRA;-36,0060934;-6,904694038;444,702154
;250060105000001;URBANO;25006010500;;250060105;ALHANDRA;2500601;ALHANDRA;LITORAL SUL;MATA PARAIBANA;PARAÍBA;1;05;CIDADE;ALHANDRA;-34,91198516;-7,432995302;57,484147
;250060105000015;RURAL;25006010500;;250060105;ALHANDRA;2500601;ALHANDRA;LITORAL SUL;MATA PARAIBANA;PARAÍBA;3;00001;POVOADO;MATA REDONDA;-34,94526451;-7,347027025;109,414561
;250070005000001;URBANO;25007000500;;250070005;SÃO JOÃO DO RIO DO PEIXE;2500700;SÃO JOÃO DO RIO DO PEIXE;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;SÃO JOÃO DO RIO DO PEIXE;-38,44545357;-6,734430828;245,144526
;250070005000019;RURAL;25007000500;;250070005;SÃO JOÃO DO RIO DO PEIXE;2500700;SÃO JOÃO DO RIO DO PEIXE;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;3;00002;POVOADO;BANDARRA;-38,3680788;-6,583628426;381,744606
;250070005000021;RURAL;25007000500;;250070005;SÃO JOÃO DO RIO DO PEIXE;2500700;SÃO JOÃO DO RIO DO PEIXE;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;3;00005;POVOADO;VÁRZEA DA EMA;-38,50877547;-6,795047767;261,942127
;250070015000001;URBANO;25007001500;;250070015;UMARI;2500700;SÃO JOÃO DO RIO DO PEIXE;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;2;15;VILA;UMARI;-38,38121503;-6,841003369;252,592352
;250070015000007;RURAL;25007001500;;250070015;UMARI;2500700;SÃO JOÃO DO RIO DO PEIXE;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;3;00003;POVOADO;GRAVATA;-38,40148046;-6,921660077;278,5469
;250073405000001;URBANO;25007340500;;250073405;AMPARO;2500734;AMPARO;CARIRI OCIDENTAL;BORBOREMA;PARAÍBA;1;05;CIDADE;AMPARO;-37,06477525;-7,567211522;622,126041
;250077505000001;URBANO;25007750500;;250077505;APARECIDA;2500775;APARECIDA;SOUSA;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;APARECIDA;-38,08333825;-6,783695142;215,437542
;250077505000007;RURAL;25007750500;;250077505;APARECIDA;2500775;APARECIDA;SOUSA;SERTÃO PARAIBANO;PARAÍBA;4;00001;PROJETO DE ASSENTAMENTO;AGROVILA DO PA ACAUÃ;-38,08287819;-6,817075812;230,636769
;250077505000010;RURAL;25007750500;;250077505;APARECIDA;2500775;APARECIDA;SOUSA;SERTÃO PARAIBANO;PARAÍBA;4;00002;PROJETO DE ASSENTAMENTO;AGROVILA DO PA PRENSA;-38,05249489;-6,684802515;258,467313
;250077505000011;RURAL;25007750500;;250077505;APARECIDA;2500775;APARECIDA;SOUSA;SERTÃO PARAIBANO;PARAÍBA;4;00003;PROJETO DE ASSENTAMENTO;AGROVILA DO PA NOVA VIDA I;-38,13269084;-6,783206284;220,354557
;250080905000001;URBANO;25008090500;;250080905;ARAÇAGI;2500809;ARAÇAGI;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;ARAÇAGI;-35,38329909;-6,851696617;50
;250080905000032;RURAL;25008090500;;250080905;ARAÇAGI;2500809;ARAÇAGI;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;3;00001;POVOADO;MULUNGUZINHO;-35,34278632;-6,892089687;71,879362
;250080905000033;RURAL;25008090500;;250080905;ARAÇAGI;2500809;ARAÇAGI;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;4;00002;PROJETO DE ASSENTAMENTO;AGROVILA DO PA MARIA PRETA;-35,28982142;-6,942983131;85,195877
;250080905000034;RURAL;25008090500;;250080905;ARAÇAGI;2500809;ARAÇAGI;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;4;00003;PROJETO DE ASSENTAMENTO;AGROVILA DO PA TAINHA;-35,35818334;-6,847089025;82,970471
;250080905000035;RURAL;25008090500;;250080905;ARAÇAGI;2500809;ARAÇAGI;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;3;00004;POVOADO;LAGOA DO FELIX;-35,26505013;-6,954691944;136,022418
;250080905000037;RURAL;25008090500;;250080905;ARAÇAGI;2500809;ARAÇAGI;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;3;00005;POVOADO;CANAFÍSTULA;-35,36878386;-6,813705599;127,974557
;250080905000038;RURAL;25008090500;;250080905;ARAÇAGI;2500809;ARAÇAGI;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;4;00006;PROJETO DE ASSENTAMENTO;AGROVILA DO PA BONITA;-35,30096959;-6,903049899;98,41884
;250090805000001;URBANO;25009080500;;250090805;ARARA;2500908;ARARA;CURIMATAÚ OCIDENTAL;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;ARARA;-35,75954172;-6,826191721;448,051026
;250100505000001;URBANO;25010050500;;250100505;ARARUNA;2501005;ARARUNA;CURIMATAÚ ORIENTAL;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;ARARUNA;-35,73598051;-6,531447021;547,21105
;250100505000014;RURAL;25010050500;;250100505;ARARUNA;2501005;ARARUNA;CURIMATAÚ ORIENTAL;AGRESTE PARAIBANO;PARAÍBA;3;00005;POVOADO;MATA VELHA;-35,78222862;-6,55959485;584,813392
;250100505000019;RURAL;25010050500;;250100505;ARARUNA;2501005;ARARUNA;CURIMATAÚ ORIENTAL;AGRESTE PARAIBANO;PARAÍBA;3;00002;POVOADO;QUEIMADAS;-35,82766353;-6,527363959;544,696181
;250100505000021;RURAL;25010050500;;250100505;ARARUNA;2501005;ARARUNA;CURIMATAÚ ORIENTAL;AGRESTE PARAIBANO;PARAÍBA;4;00003;PROJETO DE ASSENTAMENTO;AGROVILA DO PA BARBACO I;-35,82450274;-6,521973547;536,595335
;250100505000022;RURAL;25010050500;;250100505;ARARUNA;2501005;ARARUNA;CURIMATAÚ ORIENTAL;AGRESTE PARAIBANO;PARAÍBA;4;00004;PROJETO DE ASSENTAMENTO;AGROVILA DO PA BARBACO II;-35,8169096;-6,511591008;534,711236
;250100505000023;RURAL;25010050500;;250100505;ARARUNA;2501005;ARARUNA;CURIMATAÚ ORIENTAL;AGRESTE PARAIBANO;PARAÍBA;4;00006;PROJETO DE ASSENTAMENTO;AGROVILA DO PA CARNAÚBA DOS LIMÕES;-35,81884277;-6,542412868;560,571544
;250110405000001;URBANO;25011040500;;250110405;AREIA;2501104;AREIA;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;AREIA;-35,7033914;-6,965515;608,905547
;250110405000013;RURAL;25011040500;;250110405;AREIA;2501104;AREIA;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;4;00001;PROJETO DE ASSENTAMENTO;AGROVILA DO PA USINA SANTA MARIA;-35,64155639;-6,92322506;400,174258
;250110410000001;URBANO;25011041000;;250110410;CEPILHO;2501104;AREIA;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;2;10;VILA;CEPILHO;-35,77313395;-6,992484323;591,92773
;250110415000001;URBANO;25011041500;;250110415;MATA LIMPA;2501104;AREIA;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;2;15;VILA;MATA LIMPA;-35,71144492;-6,932971812;607,354208
;250110420000001;URBANO;25011042000;;250110420;MUQUÉM;2501104;AREIA;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;2;20;VILA;MUQUÉM;-35,75601007;-6,936666073;602,747447
;250115305000001;URBANO;25011530500;;250115305;AREIA DE BARAÚNAS;2501153;AREIA DE BARAÚNAS;PATOS;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;AREIA DE BARAÚNAS;-36,94350796;-7,123695013;365,33874
;250115305000002;RURAL;25011530500;;250115305;AREIA DE BARAÚNAS;2501153;AREIA DE BARAÚNAS;PATOS;SERTÃO PARAIBANO;PARAÍBA;3;00001;POVOADO;BANANEIRAS;-36,97228912;-7,075161312;531,066906
;250120305000001;URBANO;25012030500;;250120305;AREIAL;2501203;AREIAL;ESPERANÇA;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;AREIAL;-35,92280943;-7,049961089;692,139109
;250130205000001;URBANO;25013020500;;250130205;AROEIRAS;2501302;AROEIRAS;UMBUZEIRO;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;AROEIRAS;-35,71559295;-7,548462023;359,35895
;250130205000028;RURAL;25013020500;;250130205;AROEIRAS;2501302;AROEIRAS;UMBUZEIRO;AGRESTE PARAIBANO;PARAÍBA;3;00001;POVOADO;BOA VISTA;-35,75797587;-7,57187408;356,783081
;250130220000001;URBANO;25013022000;;250130220;PEDRO VELHO;2501302;AROEIRAS;UMBUZEIRO;AGRESTE PARAIBANO;PARAÍBA;2;20;VILA;PEDRO VELHO;-35,6136535;-7,517133074;225,462775
;250135105000001;URBANO;25013510500;;250135105;ASSUNÇÃO;2501351;ASSUNÇÃO;CARIRI OCIDENTAL;BORBOREMA;PARAÍBA;1;05;CIDADE;ASSUNÇÃO;-36,73318748;-7,076326944;570,667075
;250140105000001;URBANO;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;1;05;CIDADE;BAÍA DA TRAIÇÃO;-34,94993109;-6,679529123;8,143548
;250140105000006;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00003;ALDEIA INDÍGENA;ALDEIA SILVA;-35,02923576;-6,702561187;34,324201
;250140105000007;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00004;ALDEIA INDÍGENA;ALDEIA SÃO FRANCISCO;-34,98521555;-6,65295798;50,085323
;250140105000008;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00005;ALDEIA INDÍGENA;ALDEIA GALEGO;-34,96672054;-6,658004392;36,397523
;250140105000009;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00006;ALDEIA INDÍGENA;ALDEIA FORTE;-34,95501106;-6,669339847;29,735777
;250140105000010;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00007;ALDEIA INDÍGENA;ALDEIA SANTA RITA;-35,00372324;-6,667898698;23,812176
;250140105000011;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00008;ALDEIA INDÍGENA;ALDEIA TRAÇOEIRA;-35,02616515;-6,667265942;25,695128
;250140105000012;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00009;ALDEIA INDÍGENA;ALDEIA CUMARU;-35,0054583;-6,601502992;28,952482
;250140105000013;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00010;ALDEIA INDÍGENA;ALDEIA SARRAMBI;-34,99431049;-6,601856092;21,4255
;250140105000014;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00011;ALDEIA INDÍGENA;ALDEIA SÃO MIGUEL;-34,95155141;-6,688513155;41,116124
;250140105000017;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00001;ALDEIA INDÍGENA;ALDEIA ACAJUTIBIRO;-34,93530817;-6,708153755;6,617824
;250140105000018;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00002;ALDEIA INDÍGENA;ALDEIA LARANJEIRA;-34,99214189;-6,679320482;9,18209
;250140105000019;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00012;ALDEIA INDÍGENA;ALDEIA TAPUIO;-34,97383105;-6,685284391;18,010237
;250140105000020;RURAL;25014010500;;250140105;BAÍA DA TRAIÇÃO;2501401;BAÍA DA TRAIÇÃO;LITORAL NORTE;MATA PARAIBANA;PARAÍBA;5;00013;ALDEIA INDÍGENA;ALDEIA BOA VISTA;-34,99086668;-6,646929891;22,126481
;250150005000001;URBANO;25015000500;;250150005;BANANEIRAS;2501500;BANANEIRAS;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;BANANEIRAS;-35,6315999;-6,749637275;540,348417
;250150005000019;RURAL;25015000500;;250150005;BANANEIRAS;2501500;BANANEIRAS;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;3;00004;POVOADO;CHÃ DO LINDOLFO;-35,64103987;-6,733047659;614,657743
;250150005000021;RURAL;25015000500;;250150005;BANANEIRAS;2501500;BANANEIRAS;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;3;00003;POVOADO;ROMA;-35,57168315;-6,74195226;406,9459
;250150010000001;URBANO;25015001000;;250150010;MAIA;2501500;BANANEIRAS;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;2;10;VILA;MAIA;-35,57731263;-6,780935645;341,694203
;250150020000001;URBANO;25015002000;;250150020;TABOLEIRO;2501500;BANANEIRAS;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;2;20;VILA;TABOLEIRO;-35,63689968;-6,693853529;553,499146
;250150020000010;RURAL;25015002000;;250150020;TABOLEIRO;2501500;BANANEIRAS;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;3;00005;POVOADO;JARACATIÁ;-35,65958733;-6,67885565;477,272849
;250153405000001;URBANO;25015340500;;250153405;BARAÚNA;2501534;BARAÚNA;SERIDÓ ORIENTAL PARAIBANO;BORBOREMA;PARAÍBA;1;05;CIDADE;BARAÚNA;-36,25304135;-6,642405035;617,153074
;250157505000001;URBANO;25015750500;;250157505;BARRA DE SANTANA;2501575;BARRA DE SANTANA;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;1;05;CIDADE;BARRA DE SANTANA;-35,99631408;-7,522833781;342,989456
;250157505000013;RURAL;25015750500;;250157505;BARRA DE SANTANA;2501575;BARRA DE SANTANA;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00002;POVOADO;SANTANA;-35,87046362;-7,636890104;337,389778
;250157505000014;RURAL;25015750500;;250157505;BARRA DE SANTANA;2501575;BARRA DE SANTANA;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00001;POVOADO;MORORÓ;-35,90809252;-7,641666824;360,289654
;250157505000016;RURAL;25015750500;;250157505;BARRA DE SANTANA;2501575;BARRA DE SANTANA;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00005;POVOADO;VEREDA GRANDE;-36,05500883;-7,522876482;338,49468
;250157505000017;RURAL;25015750500;;250157505;BARRA DE SANTANA;2501575;BARRA DE SANTANA;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00004;POVOADO;CABLOCO;-35,95418258;-7,592617681;414,168285
;250157505000018;RURAL;25015750500;;250157505;BARRA DE SANTANA;2501575;BARRA DE SANTANA;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00006;POVOADO;PEDRO PAZ;-35,95253395;-7,494648403;406,723711
;250160905000001;URBANO;25016090500;;250160905;BARRA DE SANTA ROSA;2501609;BARRA DE SANTA ROSA;CURIMATAÚ OCIDENTAL;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;BARRA DE SANTA ROSA;-36,05977264;-6,720252678;454,694714
;250160905000017;RURAL;25016090500;;250160905;BARRA DE SANTA ROSA;2501609;BARRA DE SANTA ROSA;CURIMATAÚ OCIDENTAL;AGRESTE PARAIBANO;PARAÍBA;4;00003;PROJETO DE ASSENTAMENTO;AGROVILA DO PA RIACHO DA CRUZ;-36,04191294;-6,739209079;447,447409
;250160905000018;RURAL;25016090500;;250160905;BARRA DE SANTA ROSA;2501609;BARRA DE SANTA ROSA;CURIMATAÚ OCIDENTAL;AGRESTE PARAIBANO;PARAÍBA;4;00004;PROJETO DE ASSENTAMENTO;AGROVILA DO PA NOVO RIACHO DA CRUZ;-36,00559155;-6,740289931;445,487954
;250170805000001;URBANO;25017080500;;250170805;BARRA DE SÃO MIGUEL;2501708;BARRA DE SÃO MIGUEL;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;1;05;CIDADE;BARRA DE SÃO MIGUEL;-36,32153597;-7,752670626;488,691042
;250170805000007;RURAL;25017080500;;250170805;BARRA DE SÃO MIGUEL;2501708;BARRA DE SÃO MIGUEL;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00001;POVOADO;RIACHO FUNDO;-36,29754533;-7,599887432;384,990208
;250170805000008;RURAL;25017080500;;250170805;BARRA DE SÃO MIGUEL;2501708;BARRA DE SÃO MIGUEL;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00002;POVOADO;FLORESTA;-36,23771999;-7,5513177;394,236007
;250180705000001;URBANO;25018070500;;250180705;BAYEUX;2501807;BAYEUX;JOÃO PESSOA;MATA PARAIBANA;PARAÍBA;1;05;CIDADE;BAYEUX;-34,92918582;-7,132276485;11,315087
;250190605000001;URBANO;25019060500;;250190605;BELÉM;2501906;BELÉM;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;BELÉM;-35,53627408;-6,69404261;152,025572
;250190610000001;URBANO;25019061000;;250190610;RUA NOVA;2501906;BELÉM;GUARABIRA;AGRESTE PARAIBANO;PARAÍBA;2;10;VILA;RUA NOVA;-35,5409296;-6,718104575;173,187661
;250200305000001;URBANO;25020030500;;250200305;BELÉM DO BREJO DO CRUZ;2502003;BELÉM DO BREJO DO CRUZ;CATOLÉ DO ROCHA;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;BELÉM DO BREJO DO CRUZ;-37,53950248;-6,188574998;180,230265
;250205205000001;URBANO;25020520500;;250205205;BERNARDINO BATISTA;2502052;BERNARDINO BATISTA;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;BERNARDINO BATISTA;-38,54886922;-6,453547793;692,663996
;250205205000004;RURAL;25020520500;;250205205;BERNARDINO BATISTA;2502052;BERNARDINO BATISTA;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;3;00001;POVOADO;EGÍDIO;-38,5643148;-6,453453204;675,657554
;250205205000005;RURAL;25020520500;;250205205;BERNARDINO BATISTA;2502052;BERNARDINO BATISTA;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;3;00002;POVOADO;CAJAZEIRINHAS;-38,56443259;-6,486948192;497,800094
;250210205000001;URBANO;25021020500;;250210205;BOA VENTURA;2502102;BOA VENTURA;ITAPORANGA;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;BOA VENTURA;-38,21895088;-7,422282145;310,752406
;250210205000008;RURAL;25021020500;;250210205;BOA VENTURA;2502102;BOA VENTURA;ITAPORANGA;SERTÃO PARAIBANO;PARAÍBA;3;00001;POVOADO;GOMES;-38,10799311;-7,475827765;319,166467
;250215105000001;URBANO;25021510500;;250215105;BOA VISTA;2502151;BOA VISTA;CAMPINA GRANDE;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;BOA VISTA;-36,23537366;-7,257913081;489,437335
;250220105000001;URBANO;25022010500;;250220105;BOM JESUS;2502201;BOM JESUS;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;BOM JESUS;-38,65514281;-6,817957651;320,70952
;250220105000004;RURAL;25022010500;;250220105;BOM JESUS;2502201;BOM JESUS;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;3;00001;POVOADO;SÃO JOSÉ;-38,64799138;-6,872688437;311,407571
;250230005000001;URBANO;25023000500;;250230005;BOM SUCESSO;2502300;BOM SUCESSO;CATOLÉ DO ROCHA;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;BOM SUCESSO;-37,9300237;-6,445046723;304,058716
;250230005000006;RURAL;25023000500;;250230005;BOM SUCESSO;2502300;BOM SUCESSO;CATOLÉ DO ROCHA;SERTÃO PARAIBANO;PARAÍBA;3;00001;POVOADO;SERRINHA;-37,96394841;-6,506807616;300,955655
;250240905000001;URBANO;25024090500;;250240905;BONITO DE SANTA FÉ;2502409;BONITO DE SANTA FÉ;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;BONITO DE SANTA FÉ;-38,51649531;-7,310763082;585,644621
;250240930000001;URBANO;25024093000;;250240930;VIANA;2502409;BONITO DE SANTA FÉ;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;2;30;VILA;VIANA;-38,42106288;-7,264189768;743,813648
;250250805000001;URBANO;25025080500;;250250805;BOQUEIRÃO;2502508;BOQUEIRÃO;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;1;05;CIDADE;BOQUEIRÃO;-36,13340475;-7,48264792;361,115491
;250250805000022;RURAL;25025080500;;250250805;BOQUEIRÃO;2502508;BOQUEIRÃO;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00010;POVOADO;MIRADOR;-36,20199435;-7,519975202;395,401775
;250250805000023;RURAL;25025080500;;250250805;BOQUEIRÃO;2502508;BOQUEIRÃO;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00011;POVOADO;LAJES;-36,14654897;-7,522908975;434,560181
;250250830000001;URBANO;25025083000;;250250830;MARINHO;2502508;BOQUEIRÃO;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;2;30;VILA;MARINHO;-36,16912173;-7,587579303;476,60904
;250250830000004;RURAL;25025083000;;250250830;MARINHO;2502508;BOQUEIRÃO;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00012;POVOADO;CANUDOS;-36,19470507;-7,641115633;465,715731
;250260705000001;URBANO;25026070500;;250260705;IGARACY;2502607;IGARACY;PIANCÓ;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;IGARACY;-38,14669464;-7,179319291;305,980799
;250270605000001;URBANO;25027060500;;250270605;BORBOREMA;2502706;BORBOREMA;BREJO PARAIBANO;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;BORBOREMA;-35,59937597;-6,804305883;340,640622
;250280505000001;URBANO;25028050500;;250280505;BREJO DO CRUZ;2502805;BREJO DO CRUZ;CATOLÉ DO ROCHA;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;BREJO DO CRUZ;-37,50016264;-6,347707607;200,412747
;250290405000001;URBANO;25029040500;;250290405;BREJO DOS SANTOS;2502904;BREJO DOS SANTOS;CATOLÉ DO ROCHA;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;BREJO DOS SANTOS;-37,82371018;-6,376183308;329,08174
;250300105000001;URBANO;25030010500;;250300105;CAAPORÃ;2503001;CAAPORÃ;LITORAL SUL;MATA PARAIBANA;PARAÍBA;1;05;CIDADE;CAAPORÃ;-34,91785014;-7,514287641;69,19079
;250300115000001;URBANO;25030011500;;250300115;CUPISSURA;2503001;CAAPORÃ;LITORAL SUL;MATA PARAIBANA;PARAÍBA;2;15;VILA;CUPISSURA;-34,92256474;-7,466594965;17,747823
;250300115000004;RURAL;25030011500;;250300115;CUPISSURA;2503001;CAAPORÃ;LITORAL SUL;MATA PARAIBANA;PARAÍBA;3;00004;POVOADO;SALITRE;-34,91252441;-7,458268131;15,060039
;250310005000001;URBANO;25031000500;;250310005;CABACEIRAS;2503100;CABACEIRAS;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;1;05;CIDADE;CABACEIRAS;-36,28434189;-7,490669874;388,530824
;250310005000006;RURAL;25031000500;;250310005;CABACEIRAS;2503100;CABACEIRAS;CARIRI ORIENTAL;BORBOREMA;PARAÍBA;3;00001;POVOADO;RIBEIRA;-36,36099637;-7,430620514;411,536552
;250320905000001;URBANO;25032090500;;250320905;CABEDELO;2503209;CABEDELO;JOÃO PESSOA;MATA PARAIBANA;PARAÍBA;1;05;CIDADE;CABEDELO;-34,83943002;-6,966983063;4,583057
;250320925000001;URBANO;25032092500;;250320925;RENASCER;2503209;CABEDELO;JOÃO PESSOA;MATA PARAIBANA;PARAÍBA;2;25;VILA;RENASCER;-34,85271156;-7,072344459;6,792778
;250330805000001;URBANO;25033080500;;250330805;CACHOEIRA DOS ÍNDIOS;2503308;CACHOEIRA DOS ÍNDIOS;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;CACHOEIRA DOS ÍNDIOS;-38,67830319;-6,923935853;329,797373
;250330810000001;URBANO;25033081000;;250330810;BALANÇOS;2503308;CACHOEIRA DOS ÍNDIOS;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;2;10;VILA;BALANÇOS;-38,74840529;-6,995186302;376,286147
;250330815000001;URBANO;25033081500;;250330815;FÁTIMA;2503308;CACHOEIRA DOS ÍNDIOS;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;2;15;VILA;FÁTIMA;-38,7201138;-6,959798678;337,622427
;250330820000001;URBANO;25033082000;;250330820;SÃO JOSÉ DE MARIMBAS;2503308;CACHOEIRA DOS ÍNDIOS;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;2;20;VILA;SÃO JOSÉ DE MARIMBAS;-38,67579352;-7,029883386;440,136228
;250330820000003;RURAL;25033082000;;250330820;SÃO JOSÉ DE MARIMBAS;2503308;CACHOEIRA DOS ÍNDIOS;CAJAZEIRAS;SERTÃO PARAIBANO;PARAÍBA;3;00001;POVOADO;TAMBOR;-38,65952409;-6,984321191;347,318588
;250340705000001;URBANO;25034070500;;250340705;CACIMBA DE AREIA;2503407;CACIMBA DE AREIA;PATOS;SERTÃO PARAIBANO;PARAÍBA;1;05;CIDADE;CACIMBA DE AREIA;-37,15821695;-7,128473377;272,080013
;250350605000001;URBANO;25035060500;;250350605;CACIMBA DE DENTRO;2503506;CACIMBA DE DENTRO;CURIMATAÚ ORIENTAL;AGRESTE PARAIBANO;PARAÍBA;1;05;CIDADE;CACIMBA DE DENTRO;-35,7928209;-6,640016747;534,714102
